activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,5,2,1,4,2,2,1,2,115000.0,69.744,7.374,NA,2,NA,0,NA,NA,NA,240,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,310,20%-<30%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,2,6,,,,,10,,,,7985,79.7,65300,166,1364,1857,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,5,2,1,4,2,2,1,2,95000.0,59.041,11.575,NA,2,NA,0,NA,NA,NA,240,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,101,36,2,2,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,2,6,,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025012004,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,3,0,2,1,2,2,2,1,2,75000.0,85.118,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,70,NA,2,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,6,,,,,7,,,,5935,98.79,65300,106,769,1426,26
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,75000.0,83.793,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,81,NA,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,6,,,,,7,,,,6714,88.64,65300,114,1056,1892,41
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,65000.0,78.882,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,71,NA,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,6,,,,,7,,,,6714,88.64,65300,114,1056,1892,41
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,4,2,2,1,2,35000.0,34.161,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,48,NA,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,2,6,,,,,7,,,,6714,88.64,65300,114,1056,1892,41
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,1,2,2,1,2,105000.0,38.904,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,1005000,1,1,3,5,1,NA,200,NA,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,6,,,,,1,4,,,6362,87.25,65300,165,803,1653,21
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,2,2,2,2,135000.0,29.449,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,120,NA,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,2,2,6,,,,,7,,,,5400,97.35,65300,140,857,1398,0
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011803,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,1,2,2,2,2,2,105000.0,70.733,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,171,NA,2,2,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,2,6,,,,,7,,,,6175,88.24,65300,163,1327,2071,17
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,5,2,1,4,2,2,1,2,75000.0,33.508,10.5,NA,2,NA,0,NA,NA,NA,360,NA,1,2,1,2,2,405000,1,1,3,5,1,NA,59,40,9,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,2,6,,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,55000.0,10,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,505000,1,1,3,5,1,NA,84,NA,9,10,11,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,2,6,,,,,3,,,,5046,91.22,65300,155,878,1201,46
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,1,2,2,2,1,2,75000.0,15,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,505000,1,1,3,5,1,NA,99,>60%,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,2,6,,,,,3,,,,7985,79.7,65300,166,1364,1857,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,32,2,2,2,2,55000.0,89.715,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,435000,1,1,3,5,1,NA,181,30%-<36%,2,10,1,11,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,2,6,,,,,9,,,,7985,79.7,65300,166,1364,1857,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,32,2,2,2,2,55000.0,89.715,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,435000,1,1,3,5,1,NA,185,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,2,6,,,,,3,,,,7985,79.7,65300,166,1364,1857,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025940000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,35000.0,78.307,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,175000,1,1,3,5,1,NA,59,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,2,6,,,,,7,,,,2698,86.58,65300,72,287,1157,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011803,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,5,2,1,4,2,2,1,2,55000.0,64.887,12,2.289,2,NA,2460.47,NA,NA,NA,360,NA,1,2,1,2,2,535000,1,1,3,5,1,NA,140,43,2,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,2,6,,,,,10,,,,6175,88.24,65300,163,1327,2071,17
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,5,2,1,31,2,2,1,2,85000.0,89.961,14.25,4.531,2,NA,3631.47,NA,NA,NA,360,NA,1,2,1,2,2,305000,1,1,3,5,1,NA,102,47,2,10,11,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,6,,,,,10,,,,7985,79.7,65300,166,1364,1857,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,5,2,1,32,2,2,1,2,95000.0,79.999,11.875,5.206,2,NA,1430.57,NA,NA,NA,360,NA,1,2,2,2,2,525000,1,1,3,5,1,NA,225,38,2,2,11,1,,,,11,1,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,2,6,,,,,10,,,,3982,78.53,65300,211,969,1151,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,2,2,75000.0,70,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,335000,1,1,3,5,1,NA,240,20%-<30%,2,2,3,,,,,3,,,,,2,3,6,,,,,6,,,,,2,3,3,3,2,3,55-64,55-64,No,No,2,2,6,,,,,3,,,,6362,87.25,65300,165,803,1653,21
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,4,2,2,1,2,155000.0,60.431,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,605000,1,1,3,5,1,NA,71,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,6,,,,,1,,,,9436,84.78,65300,175,1851,2591,28
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011303,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,5,2,1,4,2,2,1,2,45000.0,84.073,11.725,5.618,2,NA,2700.47,NA,NA,NA,360,NA,1,2,2,2,2,555000,1,1,3,5,1,NA,149,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,6,,,,,10,,,,4551,94.64,65300,112,781,1040,20
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,85000.0,79.351,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,605000,1,1,3,5,1,NA,139,>60%,2,2,11,1,,,,11,1,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,2,6,,,,,7,,,,3982,78.53,65300,211,969,1151,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,5,2,1,4,2,2,1,2,85000.0,84.976,13.625,3.843,2,NA,2744.47,NA,NA,NA,360,NA,1,2,1,2,2,355000,1,1,3,5,1,NA,71,44,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,2,6,,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,5,2,1,4,2,2,1,2,95000.0,73.197,12.225,5.399,2,NA,1635.57,NA,NA,NA,360,NA,1,2,2,2,2,665000,1,1,3,5,1,NA,147,46,2,2,11,1,,,,11,1,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,2,6,,,,,10,,,,3982,78.53,65300,211,969,1151,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,5,2,1,4,2,2,2,2,75000.0,89.547,11.625,5.904,2,NA,3726.97,799,262.5,NA,240,NA,1,2,2,2,2,425000,1,1,3,5,1,NA,92,42,2,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,2,6,,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011803,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,4,2,2,1,2,65000.0,61.082,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,455000,1,1,3,5,1,NA,265,44,2,2,11,1,,,,11,1,,,,2,2,6,,,,,6,,,,,2,3,1,2,2,2,45-54,45-54,No,No,2,2,6,,,,,2,,,,6175,88.24,65300,163,1327,2071,17
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025010102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,4,2,2,1,2,35000.0,69.002,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,295000,1,1,3,5,1,NA,23,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,2,2,6,,,,,3,,,,4738,90.48,65300,77,779,1662,43
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011803,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,2,2,45000.0,60.083,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,455000,1,1,3,5,1,NA,50,44,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,2,2,6,,,,,3,,,,6175,88.24,65300,163,1327,2071,17
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,85000.0,64.051,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,405000,1,1,3,5,1,NA,136,20%-<30%,2,2,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,2,6,,,,,3,,,,6362,87.25,65300,165,803,1653,21
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,35000.0,45.878,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,405000,1,1,3,5,1,NA,135,30%-<36%,2,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,2,6,,,,,7,,,,9436,84.78,65300,175,1851,2591,28
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,5,2,1,4,2,2,1,2,95000.0,84.957,11.375,4.841,2,NA,1360.47,NA,NA,NA,360,NA,1,2,2,2,2,555000,1,1,3,5,1,NA,80,48,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,2,6,,,,,10,,,,3982,78.53,65300,211,969,1151,32
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,1,2,2,2,1,2,35000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,135,NA,9,9,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,2,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,75000.0,76.768,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,325000,1,1,3,5,1,NA,72,49,2,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,6,,,,,1,,,,6059,95.21,65300,69,377,1364,47
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,5,2,1,4,2,2,1,2,35000.0,73.46,10.325,4.094,2,NA,1260.47,NA,NA,NA,360,NA,1,2,2,2,2,405000,1,1,3,5,1,NA,143,20%-<30%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,2,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,4,2,2,2,2,35000.0,9.375,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,325000,1,1,3,5,1,NA,0,NA,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,6,,,,,7,,,,5245,88.48,65300,105,689,984,44
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011803,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,4,0,2,1,32,2,2,2,2,45000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,61,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,2,2,6,,,,,10,,,,6175,88.24,65300,163,1327,2071,17
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,4,2,2,1,2,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,138,NA,9,9,11,1,,,,11,1,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,2,6,,,,,10,,,,5400,97.35,65300,140,857,1398,0
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,2,2,105000.0,79.774,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,435000,1,1,3,5,1,NA,114,39,2,2,3,,,,,3,,,,,2,3,6,,,,,6,,,,,2,3,3,3,2,3,35-44,35-44,No,No,2,2,6,,,,,7,,,,9436,84.78,65300,175,1851,2591,28
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025012201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,105000.0,63.629,NA,NA,3,NA,NA,NA,NA,NA,240,NA,1,2,2,2,2,285000,1,3,3,5,1,NA,4,>60%,9,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,2,6,,,,,7,,,,4139,98.77,65300,113,493,1115,31
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,2,2,55000.0,70.494,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,415000,1,1,3,5,1,NA,116,44,2,2,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,6,,,,,7,,,,8254,87.28,65300,160,1314,2115,18
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,55000.0,72.924,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,325000,1,1,3,5,1,NA,72,46,2,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,6,,,,,7,,,,6059,95.21,65300,69,377,1364,47
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011803,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,5,2,1,4,2,2,2,2,55000.0,77.593,10.45,5.224,2,NA,2760.47,799,NA,NA,240,NA,1,2,2,2,2,455000,1,1,3,5,1,NA,78,40,2,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,2,6,,,,,10,,,,6175,88.24,65300,163,1327,2071,17
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,4,2,2,2,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,116,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,6,,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,155000.0,78.275,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,505000,1,1,3,5,1,NA,1980,<20%,2,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,6,,,,,7,,,,8254,87.28,65300,160,1314,2115,18
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,5,2,1,4,2,2,1,2,95000.0,82.705,12.6,6.59,2,NA,2713.47,NA,NA,NA,360,NA,1,2,2,2,2,325000,1,1,3,5,1,NA,72,45,2,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,6,,,,,10,,,,6059,95.21,65300,69,377,1364,47
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,5,2,1,4,2,2,2,2,55000.0,71.218,9.7,3.786,2,NA,2266.57,799,NA,NA,360,NA,1,2,2,2,2,415000,1,1,3,5,1,NA,115,44,2,2,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,6,,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,135000.0,68.958,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,415000,1,1,3,5,1,NA,143,50%-60%,2,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,2,6,,,,,1,,,,9436,84.78,65300,175,1851,2591,28
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011803,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,2,2,45000.0,59.87,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,455000,1,1,3,5,1,NA,50,43,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,2,2,6,,,,,7,,,,6175,88.24,65300,163,1327,2071,17
2024,549300PIL8LFAQ04XC20,20940,CA,06025,06025011600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,5,2,1,4,2,2,2,2,105000.0,76.521,9.275,3.248,2,NA,3384.47,995,2000,NA,240,NA,NA,2,2,2,2,355000,1,2,3,5,1,NA,146,36,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6615,93.27,65300,80,531,1671,57
